ID,loan_amnt,loan_term,interest_rate,loan_grade,loan_subgrade,job_experience,home_ownership,annual_income,income_verification_status,loan_purpose,state_code,debt_to_income,delinq_2yrs,public_records,revolving_balance,total_acc,interest_receive,application_type,last_week_pay,total_current_balance,total_revolving_limit,default
67828936,18000,5 years,21.99,F,F1,6-10 years,MORTGAGE,45000.0,Not Verified,debt_consolidation,CA,33.92,0.0,0.0,19581,18.0,612.66,INDIVIDUAL,9.0,185109.0,33000.0,0
1383685,11200,3 years,8.9,A,A5,<5 Years,RENT,48000.0,Source Verified,other,TX,12.75,0.0,0.0,8053,21.0,1217.59,INDIVIDUAL,83.0,,,0
60174638,6000,3 years,5.32,A,A1,6-10 years,MORTGAGE,50000.0,Not Verified,credit_card,ND,25.97,0.0,0.0,24006,23.0,90.77,INDIVIDUAL,22.0,131752.0,41500.0,0
71806237,11250,3 years,12.59,C,C2,10+ years,RENT,63000.0,Verified,debt_consolidation,CA,34.66,0.0,0.0,30478,37.0,0.0,INDIVIDUAL,,62989.0,43200.0,0
56278078,10000,5 years,17.57,D,D4,<5 Years,RENT,100000.0,Source Verified,other,CA,11.91,0.0,0.0,12774,33.0,845.18,INDIVIDUAL,26.0,32510.0,20000.0,0
1100530,12800,5 years,8.9,A,A5,10+ years,RENT,42000.0,Source Verified,other,PA,6.71,0.0,0.0,9252,15.0,3011.46,INDIVIDUAL,222.0,,,1
53423528,8000,3 years,7.89,A,A5,<5 Years,MORTGAGE,34611.2,Source Verified,debt_consolidation,LA,12.97,0.0,1.0,3117,30.0,337.09,INDIVIDUAL,31.0,13601.0,14200.0,0
27199064,6000,3 years,7.69,A,A4,6-10 years,RENT,40000.0,Source Verified,other,NH,31.23,0.0,0.0,2476,34.0,519.79,INDIVIDUAL,74.0,34187.0,51700.0,0
68400989,15000,3 years,11.49,B,B5,10+ years,RENT,103000.0,Verified,debt_consolidation,NJ,18.99,0.0,1.0,1161,32.0,274.31,INDIVIDUAL,9.0,38961.0,18400.0,0
45980978,25000,3 years,6.39,A,A2,<5 Years,MORTGAGE,164000.0,Source Verified,debt_consolidation,MO,20.54,0.0,0.0,69325,56.0,1189.93,INDIVIDUAL,44.0,446439.0,197400.0,0
10356811,5600,3 years,13.67,B,B5,10+ years,RENT,38000.0,Not Verified,credit_card,CA,14.21,0.0,0.0,8653,15.0,1143.82,INDIVIDUAL,113.0,8653.0,18200.0,0
19605318,30000,5 years,20.2,E,E3,<5 Years,MORTGAGE,85000.0,Source Verified,debt_consolidation,PA,17.38,1.0,0.0,24419,20.0,7853.89,INDIVIDUAL,78.0,38863.0,38900.0,0
4217222,12500,3 years,14.33,C,C1,<5 Years,RENT,52000.0,Source Verified,credit_card,NY,24.51,0.0,0.0,13644,26.0,2936.49,INDIVIDUAL,148.0,40616.0,31000.0,0
21207807,10000,3 years,10.99,B,B3,<5 Years,OWN,39470.0,Not Verified,credit_card,WI,12.44,1.0,0.0,15082,11.0,1301.45,INDIVIDUAL,78.0,15082.0,20100.0,0
59126500,35000,5 years,19.19,E,E3,10+ years,OWN,80000.0,Verified,home_improvement,CA,13.62,0.0,0.0,25033,30.0,2704.05,INDIVIDUAL,22.0,199259.0,68900.0,0
46487176,5600,3 years,12.69,C,C2,10+ years,MORTGAGE,75000.0,Verified,debt_consolidation,MD,23.22,0.0,1.0,10903,47.0,462.86,INDIVIDUAL,39.0,225683.0,32000.0,1
13639242,15000,5 years,14.47,C,C2,10+ years,MORTGAGE,60000.0,Source Verified,credit_card,NV,23.26,1.0,0.0,5150,14.0,3459.89,INDIVIDUAL,95.0,146934.0,14500.0,0
64891830,8000,3 years,9.99,B,B3,<5 Years,RENT,39000.0,Source Verified,other,IL,5.45,0.0,1.0,1737,18.0,190.56,INDIVIDUAL,13.0,14287.0,12600.0,0
67789654,8575,3 years,11.53,B,B5,,MORTGAGE,19500.0,Verified,debt_consolidation,OR,19.9,0.0,0.0,8794,19.0,182.08,INDIVIDUAL,13.0,8794.0,17000.0,0
8187853,10000,3 years,9.71,B,B1,<5 Years,MORTGAGE,37440.0,Not Verified,debt_consolidation,NY,11.76,0.0,0.0,550,20.0,1495.63,INDIVIDUAL,126.0,64836.0,4300.0,0
43407187,12000,3 years,9.99,B,B3,<5 Years,RENT,100000.0,Not Verified,debt_consolidation,CA,30.39,0.0,0.0,33125,22.0,350.72,INDIVIDUAL,13.0,126983.0,71300.0,1
9297519,23500,5 years,15.61,C,C3,6-10 years,MORTGAGE,53500.0,Source Verified,credit_card,TX,17.16,0.0,0.0,26524,13.0,2624.87,INDIVIDUAL,39.0,100887.0,43800.0,0
72039513,12000,5 years,10.64,B,B4,<5 Years,OWN,86000.0,Verified,other,NJ,1.88,4.0,0.0,6947,15.0,14.73,INDIVIDUAL,0.0,158229.0,30600.0,1
17493508,10000,3 years,18.92,D,D4,6-10 years,RENT,30000.0,Source Verified,debt_consolidation,NJ,18.16,0.0,0.0,13639,11.0,2496.89,INDIVIDUAL,87.0,13639.0,17600.0,0
14257480,15000,3 years,11.99,B,B3,,MORTGAGE,55714.0,Verified,credit_card,UT,13.09,0.0,0.0,11989,21.0,1817.51,INDIVIDUAL,61.0,237500.0,13300.0,1
43316856,8000,3 years,8.67,B,B1,10+ years,MORTGAGE,86000.0,Source Verified,debt_consolidation,FL,17.95,0.0,0.0,2495,15.0,552.6,INDIVIDUAL,48.0,263686.0,11000.0,0
55076033,12000,3 years,7.89,A,A5,<5 Years,RENT,88000.0,Not Verified,credit_card,FL,10.72,0.0,1.0,10630,19.0,505.64,INDIVIDUAL,31.0,27718.0,47400.0,0
7587180,19750,5 years,17.1,C,C5,<5 Years,RENT,45000.0,Verified,debt_consolidation,CT,22.96,0.0,1.0,7545,9.0,6220.0,INDIVIDUAL,113.0,30566.0,11000.0,0
48023214,14700,5 years,21.67,E,E5,6-10 years,MORTGAGE,50000.0,Source Verified,debt_consolidation,KY,31.08,0.0,0.0,34901,13.0,2277.96,INDIVIDUAL,39.0,81065.0,36900.0,1
520073,14400,3 years,12.53,B,B5,<5 Years,RENT,75000.0,Verified,debt_consolidation,CA,9.66,0.0,0.0,16916,10.0,2943.64,INDIVIDUAL,157.0,,,1
37166899,6000,3 years,8.67,B,B1,6-10 years,MORTGAGE,50000.0,Not Verified,debt_consolidation,RI,18.95,3.0,1.0,7229,22.0,503.38,INDIVIDUAL,61.0,245126.0,25500.0,0
15910421,15000,5 years,21.99,E,E4,<5 Years,MORTGAGE,72000.0,Not Verified,debt_consolidation,MD,28.16,1.0,0.0,32083,39.0,4063.79,INDIVIDUAL,70.0,237138.0,51700.0,0
13938780,28000,5 years,20.49,E,E2,<5 Years,MORTGAGE,108000.0,Source Verified,debt_consolidation,NC,16.69,1.0,0.0,28103,31.0,9315.38,INDIVIDUAL,95.0,57872.0,52700.0,0
904226,25000,5 years,13.06,C,C2,<5 Years,MORTGAGE,175000.0,Verified,debt_consolidation,CA,12.53,0.0,0.0,15454,55.0,540.76,INDIVIDUAL,13.0,,,1
13226732,24000,3 years,10.99,B,B2,<5 Years,MORTGAGE,64500.0,Verified,credit_card,OR,23.74,0.0,0.0,24435,30.0,3656.33,INDIVIDUAL,104.0,194672.0,32400.0,0
5481582,8400,3 years,10.99,B,B2,<5 Years,MORTGAGE,74280.0,Not Verified,debt_consolidation,OH,24.05,0.0,0.0,23087,42.0,1321.84,INDIVIDUAL,104.0,68244.0,30200.0,1
27248981,17875,5 years,24.08,F,F2,10+ years,MORTGAGE,65000.0,Verified,debt_consolidation,UT,23.97,0.0,0.0,7684,27.0,5324.86,INDIVIDUAL,70.0,247795.0,12875.0,0
40010618,8000,3 years,11.44,B,B4,6-10 years,MORTGAGE,16000.0,Not Verified,debt_consolidation,OR,22.21,0.0,0.0,2469,19.0,837.02,INDIVIDUAL,57.0,18053.0,3000.0,0
65023982,24000,5 years,18.55,E,E2,<5 Years,MORTGAGE,102000.0,Source Verified,credit_card,CA,6.41,0.0,0.0,11014,22.0,1076.82,INDIVIDUAL,13.0,426857.0,14300.0,0
19947428,35000,5 years,23.43,F,F1,<5 Years,OWN,98800.0,Verified,debt_consolidation,NV,30.92,1.0,0.0,32378,39.0,7100.03,INDIVIDUAL,43.0,565719.0,37800.0,1
1824080,6475,3 years,13.11,B,B4,6-10 years,RENT,30000.0,Not Verified,debt_consolidation,FL,8.77,0.0,0.0,5733,9.0,1391.35,INDIVIDUAL,156.0,9738.0,12300.0,1
649287,12000,3 years,7.88,A,A5,10+ years,MORTGAGE,215000.0,Not Verified,debt_consolidation,CA,4.02,0.0,0.0,12763,19.0,1511.97,INDIVIDUAL,161.0,,,1
743734,6000,3 years,7.14,A,A3,,MORTGAGE,50400.0,Verified,credit_card,AR,16.33,0.0,0.0,6583,17.0,169.7,INDIVIDUAL,26.0,,,1
72369207,18000,5 years,13.67,C,C4,10+ years,OWN,89000.0,Not Verified,other,AR,4.89,0.0,0.0,7228,31.0,0.0,INDIVIDUAL,,11579.0,30700.0,0
57305284,9000,3 years,5.32,A,A1,6-10 years,MORTGAGE,60000.0,Not Verified,home_improvement,FL,4.54,0.0,0.0,7927,23.0,218.62,INDIVIDUAL,26.0,98238.0,55000.0,0
17351876,5000,3 years,10.99,B,B2,10+ years,RENT,48000.0,Source Verified,credit_card,NC,13.7,0.0,1.0,4334,12.0,408.14,INDIVIDUAL,43.0,23819.0,6600.0,1
65577984,27000,5 years,19.99,E,E4,<5 Years,MORTGAGE,86190.0,Verified,debt_consolidation,NJ,28.72,0.0,0.0,45967,38.0,1306.01,INDIVIDUAL,13.0,383282.0,58100.0,0
22119412,10500,5 years,23.43,F,F1,10+ years,RENT,51000.0,Source Verified,other,NY,18.24,4.0,0.0,4299,28.0,3379.28,INDIVIDUAL,78.0,37517.0,5600.0,0
18545681,14000,5 years,15.61,D,D1,10+ years,MORTGAGE,64000.0,Not Verified,debt_consolidation,MA,19.44,0.0,1.0,5385,26.0,3087.58,INDIVIDUAL,83.0,228000.0,10400.0,0
49842661,15000,3 years,12.29,C,C1,6-10 years,RENT,90906.0,Source Verified,debt_consolidation,TN,25.61,0.0,0.0,28748,47.0,1107.04,INDIVIDUAL,35.0,92371.0,48100.0,0
49914099,8400,3 years,9.99,B,B3,6-10 years,MORTGAGE,42000.0,Not Verified,credit_card,NC,34.89,1.0,0.0,27376,43.0,25.65,INDIVIDUAL,0.0,87697.0,43500.0,1
30033707,6000,3 years,13.98,C,C3,<5 Years,RENT,130000.0,Not Verified,debt_consolidation,CA,8.26,0.0,0.0,16523,18.0,794.91,INDIVIDUAL,56.0,35053.0,33300.0,1
31607107,17500,3 years,12.99,C,C1,<5 Years,RENT,85000.0,Not Verified,debt_consolidation,CO,9.02,2.0,0.0,3486,24.0,1179.21,INDIVIDUAL,26.0,10895.0,5100.0,1
41292351,10000,5 years,11.44,B,B4,<5 Years,RENT,85000.0,Not Verified,other,LA,20.75,0.0,0.0,5012,31.0,1050.54,INDIVIDUAL,52.0,81066.0,19600.0,0
41085072,10000,5 years,14.31,C,C4,6-10 years,MORTGAGE,71380.0,Verified,debt_consolidation,TX,16.37,4.0,0.0,0,28.0,1375.21,INDIVIDUAL,52.0,7243.0,6000.0,0
23522777,28000,3 years,11.67,B,B4,<5 Years,MORTGAGE,190000.0,Source Verified,credit_card,MI,24.57,1.0,0.0,28466,40.0,3877.03,INDIVIDUAL,78.0,289098.0,32200.0,0
31236154,34475,5 years,25.83,G,G2,6-10 years,OWN,75000.0,Verified,home_improvement,FL,19.09,0.0,0.0,5603,58.0,7705.65,INDIVIDUAL,48.0,241082.0,12100.0,0
38138365,20400,3 years,8.19,A,A5,<5 Years,MORTGAGE,70000.0,Source Verified,debt_consolidation,TX,29.06,0.0,0.0,22066,30.0,1619.6,INDIVIDUAL,61.0,191322.0,30700.0,0
9426955,8500,3 years,15.1,C,C2,10+ years,MORTGAGE,60000.0,Verified,debt_consolidation,IN,12.62,1.0,0.0,3223,29.0,1962.88,INDIVIDUAL,117.0,91372.0,6100.0,0
36024990,16000,5 years,18.54,E,E1,<5 Years,MORTGAGE,45000.0,Not Verified,debt_consolidation,VT,20.03,0.0,0.0,4188,19.0,1712.74,INDIVIDUAL,30.0,235726.0,4500.0,1
57035069,35000,3 years,15.61,D,D1,<5 Years,RENT,117000.0,Verified,debt_consolidation,TX,26.92,3.0,0.0,41280,39.0,2548.82,INDIVIDUAL,26.0,65822.0,42500.0,0
557682,12000,3 years,8.94,A,A5,6-10 years,MORTGAGE,30000.0,Not Verified,other,WI,12.56,0.0,0.0,2316,16.0,1721.86,INDIVIDUAL,161.0,,,1
69494412,10000,3 years,7.89,A,A5,10+ years,RENT,89000.0,Source Verified,credit_card,NY,10.99,0.0,1.0,7686,24.0,121.11,INDIVIDUAL,9.0,25188.0,17000.0,0
57628345,7025,3 years,13.33,C,C3,<5 Years,OWN,57497.0,Source Verified,debt_consolidation,OH,36.57,0.0,0.0,22287,26.0,435.99,INDIVIDUAL,26.0,257656.0,48500.0,0
62970665,7600,3 years,15.61,D,D1,10+ years,RENT,105950.0,Source Verified,debt_consolidation,GA,17.5,0.0,1.0,6513,16.0,375.73,INDIVIDUAL,17.0,72054.0,19400.0,0
8104885,15000,5 years,8.9,A,A5,<5 Years,MORTGAGE,93000.0,Verified,credit_card,TX,2.28,0.0,0.0,0,11.0,2581.43,INDIVIDUAL,126.0,175505.0,10100.0,0
8134145,20425,3 years,11.55,B,B3,<5 Years,MORTGAGE,54000.0,Verified,debt_consolidation,TX,8.09,7.0,0.0,10343,23.0,3663.18,INDIVIDUAL,126.0,197567.0,14500.0,0
65579321,12000,3 years,9.17,B,B2,<5 Years,RENT,50000.0,Verified,credit_card,NY,19.23,0.0,0.0,13600,27.0,262.31,INDIVIDUAL,13.0,18023.0,44200.0,0
67676393,3000,3 years,11.53,B,B5,6-10 years,MORTGAGE,140000.0,Source Verified,debt_consolidation,FL,10.42,1.0,0.0,15431,22.0,55.06,INDIVIDUAL,13.0,346161.0,22600.0,0
65117466,4000,3 years,13.99,C,C4,10+ years,MORTGAGE,75000.0,Verified,debt_consolidation,CA,19.1,0.0,0.0,26499,40.0,23.32,INDIVIDUAL,0.0,264338.0,61400.0,1
9350808,7000,3 years,9.25,A,A5,6-10 years,MORTGAGE,58000.0,Verified,debt_consolidation,TX,18.77,0.0,0.0,17666,25.0,53.96,INDIVIDUAL,4.0,275496.0,36817.0,1
58679777,8000,3 years,9.99,B,B3,10+ years,MORTGAGE,50000.0,Source Verified,home_improvement,AR,21.72,3.0,0.0,1098,22.0,366.54,INDIVIDUAL,26.0,38100.0,1500.0,0
13618471,20000,3 years,15.61,C,C4,10+ years,MORTGAGE,160000.0,Verified,debt_consolidation,TX,22.23,7.0,0.0,10384,35.0,4398.0,INDIVIDUAL,100.0,313494.0,10900.0,0
55487782,10000,5 years,14.65,C,C5,10+ years,OWN,90000.0,Source Verified,debt_consolidation,NY,18.52,0.0,0.0,16732,28.0,826.05,INDIVIDUAL,31.0,192481.0,28600.0,0
819213,7300,5 years,9.62,B,B3,<5 Years,MORTGAGE,65000.0,Not Verified,debt_consolidation,TX,21.84,0.0,0.0,7318,30.0,1924.39,INDIVIDUAL,265.0,,,1
12509955,9125,3 years,20.2,E,E3,,MORTGAGE,60000.0,Verified,debt_consolidation,CA,19.0,0.0,0.0,30446,34.0,2009.56,INDIVIDUAL,65.0,430246.0,38400.0,1
62503172,16050,5 years,16.99,D,D3,<5 Years,MORTGAGE,93000.0,Not Verified,debt_consolidation,CA,31.69,0.0,0.0,14804,28.0,863.95,INDIVIDUAL,17.0,390410.0,43500.0,0
26867945,15000,5 years,10.15,B,B2,6-10 years,MORTGAGE,80000.0,Source Verified,debt_consolidation,TX,19.73,0.0,0.0,13090,36.0,1925.25,INDIVIDUAL,74.0,190572.0,25800.0,0
57445596,7000,3 years,10.99,B,B4,<5 Years,MORTGAGE,75000.0,Verified,debt_consolidation,AZ,23.7,0.0,0.0,6832,45.0,357.43,INDIVIDUAL,26.0,53782.0,43300.0,0
64698163,17000,5 years,13.99,C,C4,10+ years,MORTGAGE,65000.0,Not Verified,debt_consolidation,SC,33.31,0.0,0.0,4527,25.0,752.43,INDIVIDUAL,17.0,197442.0,12900.0,0
576900,14000,3 years,8.94,A,A5,10+ years,RENT,128165.0,Not Verified,other,CA,4.48,0.0,0.0,5615,23.0,587.22,INDIVIDUAL,26.0,,,1
64992407,4975,3 years,20.99,E,E5,<5 Years,MORTGAGE,38900.0,Source Verified,credit_card,NJ,30.89,0.0,0.0,13135,12.0,160.69,INDIVIDUAL,9.0,151909.0,17400.0,0
44265771,9000,3 years,9.17,B,B2,10+ years,OWN,125000.0,Source Verified,credit_card,PA,22.59,2.0,0.0,9008,33.0,606.61,INDIVIDUAL,43.0,488158.0,11600.0,0
3178417,5000,5 years,17.77,D,D1,6-10 years,RENT,30100.0,Verified,other,KS,31.49,1.0,0.0,5303,28.0,2083.43,INDIVIDUAL,156.0,28943.0,13500.0,0
66484199,25000,3 years,6.24,A,A2,10+ years,MORTGAGE,85000.0,Source Verified,debt_consolidation,VA,10.01,0.0,0.0,16735,23.0,362.77,INDIVIDUAL,13.0,214311.0,34700.0,0
54606058,4000,3 years,13.33,C,C3,<5 Years,MORTGAGE,25000.0,Not Verified,home_improvement,IL,14.5,0.0,0.0,6572,11.0,283.49,INDIVIDUAL,31.0,6572.0,10400.0,0
51983071,3000,3 years,12.29,C,C1,,MORTGAGE,18374.0,Verified,credit_card,NY,19.86,1.0,0.0,5529,30.0,221.4,INDIVIDUAL,35.0,5529.0,16200.0,0
8090047,10000,3 years,17.56,D,D1,10+ years,RENT,62000.0,Not Verified,debt_consolidation,IL,11.85,0.0,0.0,4908,14.0,2030.72,INDIVIDUAL,78.0,21332.0,7500.0,0
61545870,20000,3 years,11.53,B,B5,<5 Years,MORTGAGE,47000.0,Not Verified,credit_card,NC,38.13,0.0,0.0,37146,25.0,902.66,INDIVIDUAL,22.0,62589.0,49100.0,0
67748214,30000,3 years,10.99,B,B4,10+ years,MORTGAGE,100000.0,Source Verified,debt_consolidation,TX,20.84,0.0,0.0,43484,31.0,649.07,INDIVIDUAL,13.0,124078.0,68900.0,0
19856655,28550,5 years,17.57,D,D4,,MORTGAGE,65000.0,Verified,credit_card,FL,34.68,0.0,0.0,33302,31.0,2440.86,INDIVIDUAL,26.0,282228.0,38800.0,1
17353070,25000,5 years,12.99,B,B5,<5 Years,RENT,100000.0,Verified,debt_consolidation,IL,15.63,0.0,0.0,11000,30.0,4757.72,INDIVIDUAL,87.0,316503.0,27400.0,0
38027793,10000,3 years,14.31,C,C4,10+ years,MORTGAGE,60000.0,Not Verified,debt_consolidation,CA,24.6,0.0,0.0,22340,29.0,1312.59,INDIVIDUAL,56.0,229549.0,39100.0,0
11207067,35000,5 years,20.5,E,E1,10+ years,MORTGAGE,130000.0,Source Verified,other,MD,19.78,0.0,0.0,28136,33.0,3497.98,INDIVIDUAL,30.0,465416.0,39500.0,1
1101509,2000,3 years,9.91,B,B1,<5 Years,RENT,60000.0,Not Verified,other,CA,20.28,0.0,0.0,15361,23.0,319.17,INDIVIDUAL,161.0,,,1
59014621,35000,5 years,13.33,C,C3,10+ years,RENT,105000.0,Source Verified,debt_consolidation,CA,18.23,0.0,0.0,74666,29.0,1871.59,INDIVIDUAL,22.0,291857.0,85500.0,0
539761,12000,3 years,11.48,B,B2,<5 Years,MORTGAGE,50000.0,Not Verified,home_improvement,FL,12.41,0.0,0.0,2071,8.0,1109.67,INDIVIDUAL,52.0,,,1
52377261,6000,3 years,6.89,A,A3,<5 Years,RENT,120000.0,Source Verified,other,NC,8.0,0.0,1.0,1771,23.0,217.09,INDIVIDUAL,31.0,64218.0,2800.0,0
9412835,12000,3 years,12.99,B,B4,<5 Years,RENT,55000.0,Verified,debt_consolidation,IN,5.87,0.0,2.0,7386,22.0,2322.48,INDIVIDUAL,113.0,54503.0,19500.0,0
1970788,9025,3 years,18.75,D,D3,<5 Years,MORTGAGE,45000.0,Verified,credit_card,AR,10.37,0.0,0.0,12278,14.0,2843.41,INDIVIDUAL,156.0,12278.0,14200.0,1
1773747,4500,3 years,11.14,B,B2,<5 Years,MORTGAGE,72340.0,Verified,credit_card,OH,32.52,0.0,0.0,13546,34.0,773.79,INDIVIDUAL,122.0,169192.0,29300.0,1
38760589,10000,3 years,16.49,D,D3,<5 Years,RENT,40000.0,Source Verified,debt_consolidation,FL,20.13,0.0,0.0,11461,25.0,884.22,INDIVIDUAL,30.0,53652.0,14000.0,0
5464727,10000,3 years,8.9,A,A5,<5 Years,MORTGAGE,90000.0,Not Verified,debt_consolidation,IL,24.39,0.0,0.0,35019,26.0,1407.92,INDIVIDUAL,139.0,72064.0,45900.0,0
6340037,16600,5 years,17.27,C,C5,<5 Years,MORTGAGE,55000.0,Source Verified,credit_card,MO,20.84,0.0,0.0,23879,28.0,474.61,INDIVIDUAL,9.0,142025.0,31600.0,0
22964773,12000,3 years,10.99,B,B3,6-10 years,MORTGAGE,42000.0,Verified,credit_card,MN,14.4,0.0,0.0,10460,45.0,1383.6,INDIVIDUAL,65.0,53251.0,12900.0,1
46466050,10000,3 years,10.99,B,B4,6-10 years,OWN,22000.0,Not Verified,debt_consolidation,OK,27.28,0.0,0.0,7492,14.0,810.15,INDIVIDUAL,44.0,21263.0,9500.0,0
51875351,3600,3 years,17.86,D,D5,<5 Years,RENT,41000.0,Verified,other,CO,35.54,0.0,0.0,2577,23.0,296.96,INDIVIDUAL,26.0,43553.0,14800.0,0
14520647,15550,5 years,19.47,D,D5,10+ years,MORTGAGE,60000.0,Verified,debt_consolidation,MI,31.81,0.0,0.0,34180,37.0,252.3,INDIVIDUAL,4.0,277085.0,48900.0,1
15680139,11200,5 years,15.31,C,C4,<5 Years,RENT,45000.0,Verified,debt_consolidation,FL,6.37,0.0,0.0,11074,4.0,2636.04,INDIVIDUAL,91.0,11074.0,13800.0,0
22402176,16000,5 years,14.99,C,C5,<5 Years,RENT,48000.0,Source Verified,debt_consolidation,CA,19.0,0.0,0.0,8331,28.0,3228.13,INDIVIDUAL,78.0,27231.0,23900.0,0
65962265,12425,5 years,24.99,F,F4,<5 Years,MORTGAGE,60005.0,Verified,debt_consolidation,RI,35.29,0.0,0.0,1525,43.0,726.46,INDIVIDUAL,13.0,62828.0,4700.0,0
20768454,14400,5 years,16.29,D,D2,6-10 years,MORTGAGE,54880.0,Not Verified,credit_card,TX,32.3,0.0,0.0,13773,23.0,2694.81,INDIVIDUAL,65.0,80073.0,21400.0,1
40463900,4000,3 years,12.39,C,C1,<5 Years,RENT,22000.0,Not Verified,debt_consolidation,MO,21.82,0.0,0.0,1325,15.0,427.73,INDIVIDUAL,52.0,33777.0,2300.0,0
59733720,12575,3 years,10.99,B,B4,<5 Years,MORTGAGE,60000.0,Not Verified,debt_consolidation,FL,15.74,0.0,0.0,14448,27.0,533.07,INDIVIDUAL,22.0,400953.0,24300.0,0
12507964,6000,3 years,19.22,D,D4,<5 Years,MORTGAGE,95000.0,Verified,other,NH,21.83,0.0,0.0,34192,43.0,1685.42,INDIVIDUAL,104.0,441398.0,49700.0,0
54796003,2000,3 years,15.61,D,D1,<5 Years,RENT,40000.0,Source Verified,other,MT,17.85,0.0,1.0,7998,33.0,158.75,INDIVIDUAL,31.0,21625.0,11800.0,0
14968628,7200,3 years,16.59,D,D1,<5 Years,MORTGAGE,40000.0,Source Verified,debt_consolidation,OH,19.62,0.0,1.0,5449,15.0,1596.14,INDIVIDUAL,91.0,133452.0,10000.0,0
35893960,35000,3 years,12.99,C,C1,<5 Years,RENT,120692.0,Verified,debt_consolidation,CA,10.69,0.0,0.0,7322,15.0,4455.52,INDIVIDUAL,61.0,36480.0,12900.0,0
64537524,10000,3 years,9.99,B,B3,10+ years,RENT,42999.0,Not Verified,debt_consolidation,CA,30.25,0.0,1.0,15761,24.0,232.65,INDIVIDUAL,13.0,19986.0,21900.0,0
20106666,25000,3 years,11.67,B,B4,10+ years,MORTGAGE,60000.0,Source Verified,debt_consolidation,LA,18.48,0.0,0.0,44017,15.0,3593.76,INDIVIDUAL,83.0,84880.0,46000.0,0
6468342,5500,3 years,13.11,B,B4,6-10 years,RENT,32000.0,Not Verified,debt_consolidation,CA,7.05,0.0,1.0,3513,9.0,949.76,INDIVIDUAL,92.0,3513.0,15900.0,1
14918983,21300,3 years,12.99,B,B5,6-10 years,RENT,75000.0,Source Verified,debt_consolidation,CA,27.58,0.0,0.0,2067,36.0,3762.21,INDIVIDUAL,96.0,41661.0,4700.0,0
9656926,10000,3 years,10.99,B,B2,6-10 years,MORTGAGE,71500.0,Source Verified,debt_consolidation,LA,27.64,0.0,0.0,38943,39.0,1652.75,INDIVIDUAL,117.0,165920.0,58300.0,0
69222429,10000,5 years,13.18,C,C3,<5 Years,RENT,60000.0,Source Verified,debt_consolidation,NV,18.82,1.0,1.0,10562,29.0,95.19,INDIVIDUAL,4.0,32986.0,16400.0,0
23132421,16975,5 years,23.43,F,F1,10+ years,RENT,50000.0,Source Verified,debt_consolidation,TX,24.7,0.0,0.0,6659,15.0,4633.52,INDIVIDUAL,65.0,38841.0,17900.0,1
51894465,23200,5 years,19.52,E,E3,<5 Years,RENT,58000.0,Source Verified,debt_consolidation,OH,24.93,1.0,0.0,20031,35.0,2535.43,INDIVIDUAL,35.0,34329.0,35900.0,0
952523,6000,3 years,22.11,G,G1,6-10 years,RENT,40255.0,Source Verified,debt_consolidation,AZ,15.26,2.0,0.0,2208,47.0,1907.97,INDIVIDUAL,104.0,,,1
66373705,5000,3 years,11.53,B,B5,<5 Years,RENT,40500.0,Not Verified,credit_card,FL,14.37,0.0,1.0,2209,19.0,134.33,INDIVIDUAL,13.0,111374.0,5900.0,0
18625521,15000,5 years,14.99,C,C5,10+ years,OWN,95000.0,Source Verified,home_improvement,IL,10.93,0.0,1.0,12376,49.0,3171.32,INDIVIDUAL,83.0,240341.0,23200.0,0
1064769,6000,5 years,19.29,E,E4,10+ years,MORTGAGE,66000.0,Verified,debt_consolidation,PA,19.49,4.0,0.0,2143,22.0,2680.96,INDIVIDUAL,157.0,,,1
43936373,19300,5 years,23.99,F,F2,6-10 years,RENT,46000.0,Verified,debt_consolidation,NJ,32.85,0.0,0.0,26607,28.0,1121.58,INDIVIDUAL,13.0,37975.0,34700.0,0
7647776,4000,3 years,20.31,D,D5,<5 Years,RENT,34000.0,Not Verified,debt_consolidation,NV,20.4,1.0,0.0,4471,17.0,1322.27,INDIVIDUAL,131.0,26855.0,17800.0,0
54828245,12300,5 years,18.55,E,E2,10+ years,MORTGAGE,65000.0,Source Verified,debt_consolidation,DE,24.63,2.0,1.0,10257,31.0,1276.34,INDIVIDUAL,31.0,284222.0,12800.0,0
27950098,18200,5 years,13.98,C,C3,10+ years,OWN,71000.0,Source Verified,debt_consolidation,GA,24.63,0.0,0.0,33855,31.0,3080.44,INDIVIDUAL,70.0,52238.0,62900.0,0
19897006,27000,5 years,17.57,D,D4,10+ years,MORTGAGE,98000.0,Source Verified,debt_consolidation,VA,32.08,0.0,0.0,28339,52.0,6839.16,INDIVIDUAL,83.0,500830.0,40600.0,1
42592966,18000,5 years,10.99,B,B4,10+ years,MORTGAGE,65000.0,Not Verified,credit_card,IL,17.76,1.0,0.0,14411,39.0,1248.67,INDIVIDUAL,39.0,117789.0,15400.0,0
47286984,17325,5 years,18.84,E,E2,<5 Years,RENT,60000.0,Source Verified,debt_consolidation,OR,19.58,1.0,0.0,10055,34.0,2326.75,INDIVIDUAL,39.0,44188.0,13500.0,0
53322318,4000,3 years,8.18,B,B1,6-10 years,MORTGAGE,40000.0,Not Verified,debt_consolidation,AK,23.43,1.0,0.0,8664,12.0,174.8,INDIVIDUAL,35.0,191927.0,9200.0,0
